sciNameID,relationshipOfAssociate,associateSciNameID
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,ab5c0fd0aa5f4954a56eff73a669ac49
ab5c0fd0aa5f4954a56eff73a669ac49,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,53622d38eec24ff5be8b937ed0c24ff8
53622d38eec24ff5be8b937ed0c24ff8,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,f505d36396524c81af039fae6e19cd45
f505d36396524c81af039fae6e19cd45,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,7052766edb7b480c9317d2d2f3326878
7052766edb7b480c9317d2d2f3326878,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,1aa30591b5364ae1949c96098c69225e
1aa30591b5364ae1949c96098c69225e,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,ff627ef1896641b8af4bfc04573754e3
ff627ef1896641b8af4bfc04573754e3,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,f1f8abc5c5d742bb97ed16907c7a80ce
f1f8abc5c5d742bb97ed16907c7a80ce,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,056e823784a74508ae5ef10a9d2d745f
056e823784a74508ae5ef10a9d2d745f,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,2ee1e1c91418425e9b3a948e5afec013
2ee1e1c91418425e9b3a948e5afec013,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,b543bab33cf044adaaa147db5ae02e07
b543bab33cf044adaaa147db5ae02e07,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,65dd3f138c7940eb932ded62b3545850
65dd3f138c7940eb932ded62b3545850,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,970468e377d14619ac1e90de73ad64dc
970468e377d14619ac1e90de73ad64dc,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,df41adef212b4be29c5208f1010845fc
df41adef212b4be29c5208f1010845fc,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,7a3b90f7f2604924a9c7aaa4ff13ea24
7a3b90f7f2604924a9c7aaa4ff13ea24,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,ed256d4758024b67915a49531991c1d4
ed256d4758024b67915a49531991c1d4,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,a0b8695ea362404ba4e2984d630bb1d4
a0b8695ea362404ba4e2984d630bb1d4,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
e0b800b73bb84e7e899dc9fe8f22fcdf,host plant of,57e2c69ddd534544afaae175b5462414
57e2c69ddd534544afaae175b5462414,herbivore of,e0b800b73bb84e7e899dc9fe8f22fcdf
9548dae3640d4930b1f85bdb991948c2,host plant of,c271204e1d4542f9acbfff5fd560ab64
c271204e1d4542f9acbfff5fd560ab64,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,14efb558859e4a2fbcc246a0ff865a27
14efb558859e4a2fbcc246a0ff865a27,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,5276101f6acb4ca5beacb7dc73338322
5276101f6acb4ca5beacb7dc73338322,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,9c04bebde35b42658388827c10f989f4
9c04bebde35b42658388827c10f989f4,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,519c5b0ae5814e4d9b3728bbbc1e49f3
519c5b0ae5814e4d9b3728bbbc1e49f3,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,3bd34302aefa48229e05a89a044b10a4
3bd34302aefa48229e05a89a044b10a4,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,fa186be66e564ee1a24d9d266e2fe354
fa186be66e564ee1a24d9d266e2fe354,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,4da9c2ad918442c5a803d8e1a74166f9
4da9c2ad918442c5a803d8e1a74166f9,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,20f345e3e7584b8fbfbe821c9933dde2
20f345e3e7584b8fbfbe821c9933dde2,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,064cc43b42124fab9eec2aeb2ce20ef1
064cc43b42124fab9eec2aeb2ce20ef1,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,caa48e96def94b7294b950381fed2c8e
caa48e96def94b7294b950381fed2c8e,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,57d9164cbfdb43e8835a72e9a7dd4573
57d9164cbfdb43e8835a72e9a7dd4573,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,7138fd97430347cfb30981a565cd7f11
7138fd97430347cfb30981a565cd7f11,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,839fc372506c4b22ae8aedf1087c192b
839fc372506c4b22ae8aedf1087c192b,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,94725aeab51e4776ab441a77277959e6
94725aeab51e4776ab441a77277959e6,herbivore of,9548dae3640d4930b1f85bdb991948c2
9548dae3640d4930b1f85bdb991948c2,host plant of,d9f6fc76d69f4c0497dce71a0d5e93ca
d9f6fc76d69f4c0497dce71a0d5e93ca,herbivore of,9548dae3640d4930b1f85bdb991948c2
774871f64faa4eeda665491a325ea2e6,host plant of,ccc4deff98d247888c11b092d82b9f39
ccc4deff98d247888c11b092d82b9f39,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,125b6f0969154948beed00957d5f117d
125b6f0969154948beed00957d5f117d,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,c271204e1d4542f9acbfff5fd560ab64
c271204e1d4542f9acbfff5fd560ab64,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,ae06efedbe9649e1b0b71e41cd2c8cb1
ae06efedbe9649e1b0b71e41cd2c8cb1,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,f1f8abc5c5d742bb97ed16907c7a80ce
f1f8abc5c5d742bb97ed16907c7a80ce,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,fa186be66e564ee1a24d9d266e2fe354
fa186be66e564ee1a24d9d266e2fe354,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,774871f64faa4eeda665491a325ea2e6
774871f64faa4eeda665491a325ea2e6,host plant of,519e9b80bc78446b9fd1ab66d66a4042
519e9b80bc78446b9fd1ab66d66a4042,herbivore of,774871f64faa4eeda665491a325ea2e6
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,92abb396bc114b739ff7c7cf2bdee664
92abb396bc114b739ff7c7cf2bdee664,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,e624b614b2aa46b391d01f58505b1b75
e624b614b2aa46b391d01f58505b1b75,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,c271204e1d4542f9acbfff5fd560ab64
c271204e1d4542f9acbfff5fd560ab64,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,8e047a99f2124c238a497d085510a8dd
8e047a99f2124c238a497d085510a8dd,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,370f7791cf5c41429c230bd905792365
370f7791cf5c41429c230bd905792365,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,14713e9371134a6282c9ae796fb7a2ee
14713e9371134a6282c9ae796fb7a2ee,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,135372e44d6348efa478d565b5860bfc
135372e44d6348efa478d565b5860bfc,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,dd90de5b80054b42be14a0cbf883a5d7
dd90de5b80054b42be14a0cbf883a5d7,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,0b0f265013744886931118745e61d058
0b0f265013744886931118745e61d058,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,74790aac7be0475ca1d29c3d710669e4
74790aac7be0475ca1d29c3d710669e4,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,5ba06706422d45c79411d78fa21bde9e
5ba06706422d45c79411d78fa21bde9e,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,311cf11008e54e33a9259ed045b47b23
311cf11008e54e33a9259ed045b47b23,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,dd1cd70d7de64d18ac75c10c5556cd52
dd1cd70d7de64d18ac75c10c5556cd52,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,db142c20388d41d096971834c0c2cd27
db142c20388d41d096971834c0c2cd27,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,064cc43b42124fab9eec2aeb2ce20ef1
064cc43b42124fab9eec2aeb2ce20ef1,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,4571aa0d2be54390b331bfc87c2f6be8
4571aa0d2be54390b331bfc87c2f6be8,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,a8bf1d56ff6144e6bdfedfc18125b65c
a8bf1d56ff6144e6bdfedfc18125b65c,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,20f345e3e7584b8fbfbe821c9933dde2
20f345e3e7584b8fbfbe821c9933dde2,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
957df5ccc7dc4bb6bb7ae91e9c2f661e,host plant of,e7efe2f4a12c478299bfd8e9a81778fc
e7efe2f4a12c478299bfd8e9a81778fc,herbivore of,957df5ccc7dc4bb6bb7ae91e9c2f661e
53ced460a83e4d85870479a4da3c042d,host plant of,135372e44d6348efa478d565b5860bfc
135372e44d6348efa478d565b5860bfc,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,7b7e14f767a2452c8a3422078af4b59a
7b7e14f767a2452c8a3422078af4b59a,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,b15206d8e13441f8bace73df2518127b
b15206d8e13441f8bace73df2518127b,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,99c812f2dab948c6b72aef1d7e5d76b9
99c812f2dab948c6b72aef1d7e5d76b9,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,eeac1582f5004b9984c80b0b36b2de21
eeac1582f5004b9984c80b0b36b2de21,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,15db1890ad524c11a8f70f67cec1147f
15db1890ad524c11a8f70f67cec1147f,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,48c1915f1949490f92eb396e5009d8e9
48c1915f1949490f92eb396e5009d8e9,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,92abb396bc114b739ff7c7cf2bdee664
92abb396bc114b739ff7c7cf2bdee664,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,12057a7ddcbd455a9e10bc86dd102c4a
12057a7ddcbd455a9e10bc86dd102c4a,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,e72dd7e3e65140b6a8793c461ae1d334
e72dd7e3e65140b6a8793c461ae1d334,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,101f870b11664a3c9a9001d6c07c3a92
101f870b11664a3c9a9001d6c07c3a92,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,00b0c08a48e04bcea23fc3371f7e5acd
00b0c08a48e04bcea23fc3371f7e5acd,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,5795e4a8f77843c285e2036a6daa3c33
5795e4a8f77843c285e2036a6daa3c33,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,0b0f265013744886931118745e61d058
0b0f265013744886931118745e61d058,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,b2cc61bf0e754acabf1e806c5c8d538e
b2cc61bf0e754acabf1e806c5c8d538e,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,9a40b6a68b2a40ee8aecc0c9eca9772d
9a40b6a68b2a40ee8aecc0c9eca9772d,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,c484b53cd98b435983d214d6df609521
c484b53cd98b435983d214d6df609521,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,45781c22862548c1821c8faa424feb75
45781c22862548c1821c8faa424feb75,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,0f271443b941429f8d430a24283031a4
0f271443b941429f8d430a24283031a4,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,ee7c1796b0e04fda9e515662399e790d
ee7c1796b0e04fda9e515662399e790d,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,0eef4a301f2f4ee19318239a8ea4d18b
0eef4a301f2f4ee19318239a8ea4d18b,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,4c9fc88c22ba4a4fb10d678f9cec8ee3
4c9fc88c22ba4a4fb10d678f9cec8ee3,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,231cf67b5ea54426ad6a275369de7b1d
231cf67b5ea54426ad6a275369de7b1d,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,57e2c69ddd534544afaae175b5462414
57e2c69ddd534544afaae175b5462414,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,58ed3d86d6f7412084abed6c40f8be64
58ed3d86d6f7412084abed6c40f8be64,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,3f20c7b3d313457fa838eeb1e0213ae4
3f20c7b3d313457fa838eeb1e0213ae4,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,ae06efedbe9649e1b0b71e41cd2c8cb1
ae06efedbe9649e1b0b71e41cd2c8cb1,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,6d0023f708444ff7b5ded6a90f964bcd
6d0023f708444ff7b5ded6a90f964bcd,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,ccf6673e9cb74e71abcba5b22b115f7e
ccf6673e9cb74e71abcba5b22b115f7e,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,d3e144f71d0241118d4ce501a2ec5a1f
d3e144f71d0241118d4ce501a2ec5a1f,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,c2e1f058aa364ee5a8feb2b7d6ac9f18
c2e1f058aa364ee5a8feb2b7d6ac9f18,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,b543bab33cf044adaaa147db5ae02e07
b543bab33cf044adaaa147db5ae02e07,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,7e58af451a344680acf43fc47ced530e
7e58af451a344680acf43fc47ced530e,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,7052766edb7b480c9317d2d2f3326878
7052766edb7b480c9317d2d2f3326878,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,f505d36396524c81af039fae6e19cd45
f505d36396524c81af039fae6e19cd45,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,f4e1a7510bf34d83a0060481a475cbba
f4e1a7510bf34d83a0060481a475cbba,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,777740dd976c4681abfd46c90825de70
777740dd976c4681abfd46c90825de70,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,466e4e7d31cc4551b141761daaa9c5be
466e4e7d31cc4551b141761daaa9c5be,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,c5cdf730db2d4f5d98bab59848416089
c5cdf730db2d4f5d98bab59848416089,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,997add7a3c7f40709c55d2853fd9e652
997add7a3c7f40709c55d2853fd9e652,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,5ba06706422d45c79411d78fa21bde9e
5ba06706422d45c79411d78fa21bde9e,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,968834638ddf4a69ad0436aa18482ab2
968834638ddf4a69ad0436aa18482ab2,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,24841a9314864e4f99e53b887130d5c1
24841a9314864e4f99e53b887130d5c1,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,40675bb5e0494153836dcf6dd0f1fafb
40675bb5e0494153836dcf6dd0f1fafb,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,d28ff028222641509fb0d5b02663d153
d28ff028222641509fb0d5b02663d153,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,540aea8941ce4304a1c7cd657235c3a7
540aea8941ce4304a1c7cd657235c3a7,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,96bb411c3135498fb01148016dbae3dc
96bb411c3135498fb01148016dbae3dc,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,364ee199ca2148d8aeb8e955bb1959c4
364ee199ca2148d8aeb8e955bb1959c4,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,b9e8566c3d0f47a79c4d81e8626f5543
b9e8566c3d0f47a79c4d81e8626f5543,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,ab5c0fd0aa5f4954a56eff73a669ac49
ab5c0fd0aa5f4954a56eff73a669ac49,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,f3be5f2a3d7a4313b43d0ff029e6d351
f3be5f2a3d7a4313b43d0ff029e6d351,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,e8190c678a344adcb5adee313a51ab55
e8190c678a344adcb5adee313a51ab55,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,bbc7ba8d5b234dd08de152d64e3e1ffc
bbc7ba8d5b234dd08de152d64e3e1ffc,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,6dd19c77e0ba4cb4badbfe1250d8b0e7
6dd19c77e0ba4cb4badbfe1250d8b0e7,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,4767c33beffc44e6871a549228e775de
4767c33beffc44e6871a549228e775de,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,82330bde35074f599f3119454a1082f1
82330bde35074f599f3119454a1082f1,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,b99aa7819e8b4fd98725a1897141f9cb
b99aa7819e8b4fd98725a1897141f9cb,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,ce7569398335458cb6873bf17cce2638
ce7569398335458cb6873bf17cce2638,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,6dfa5377b4a34a26b1d323832e41a143
6dfa5377b4a34a26b1d323832e41a143,herbivore of,53ced460a83e4d85870479a4da3c042d
53ced460a83e4d85870479a4da3c042d,host plant of,fa78b5d514344f5da0adc7de7351e3e9
fa78b5d514344f5da0adc7de7351e3e9,herbivore of,53ced460a83e4d85870479a4da3c042d
1c19254e37344df68dc81e83a48866cf,host plant of,9702fcba89b047afafffcad25ff058c3
9702fcba89b047afafffcad25ff058c3,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,f2968d50bf6b489bbce05cc51ee2744c
f2968d50bf6b489bbce05cc51ee2744c,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,6cdebd40f62d4a1fbca64f7b70242f5e
6cdebd40f62d4a1fbca64f7b70242f5e,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,b10fe1569a7b402595dd8d16f21acf5f
b10fe1569a7b402595dd8d16f21acf5f,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,6582c42d3e4845f8a3fa535dc9af15c5
6582c42d3e4845f8a3fa535dc9af15c5,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,fd0b237754c44aa9a55ca71dd9b00d16
fd0b237754c44aa9a55ca71dd9b00d16,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,9dcf368026a240ffaa94091f27585df6
9dcf368026a240ffaa94091f27585df6,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,7d3b3ec8605a47ab8417a79e09a3135d
7d3b3ec8605a47ab8417a79e09a3135d,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,d15e4dc80072477c8626cd75b6ba8caf
d15e4dc80072477c8626cd75b6ba8caf,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,db142c20388d41d096971834c0c2cd27
db142c20388d41d096971834c0c2cd27,herbivore of,1c19254e37344df68dc81e83a48866cf
1c19254e37344df68dc81e83a48866cf,host plant of,c2e1f058aa364ee5a8feb2b7d6ac9f18
c2e1f058aa364ee5a8feb2b7d6ac9f18,herbivore of,1c19254e37344df68dc81e83a48866cf
