ID,scientificName,taxonRank,kingdom
c7ad1c916c7141418cce4540e6fc0228,Lepidosaphes palauensis,species,Animalia
4db9a8969889477ea2968c488b7baf87,Saccharum officinarum,species,Plantae
750fb9fbe9944cfab5be0426031ff5ca,Anoronotum rufum,species,Animalia
27a172f8910044c7adec7043f6344d3a,Gonocephalum,genus,Animalia
49a2315fbfb74a929929da1ac6c49cab,Aspidiella sacchari,species,Animalia
a7eb60a54fb04128a6a8989041a88862,Odonaspis saccharicaulis,species,Animalia
97cd7457d2ba46aca91aa2a4faba634e,Chanithus gramineus,species,Animalia
95499ae30613422ca5ab1dc739d627d2,Ugyops annulipes,species,Animalia
60a82ebf57fd410ea2e336025cacb374,Aulacaspis madiunensis,species,Animalia
1c0a64a5a3974bcea14647ae1ca82ed7,Aulacaspis tegalensis,species,Animalia
7009b818af5046bd86778877bfd2f264,Perkinsiella thompsoni,species,Animalia
fa16c803a4a9473a920f45e2e0a6dbae,Ipomoea batatas,species,Plantae
4764e8bc706a478fbeddabfdff29b9df,Nanyozo viridipictus,species,Animalia
da8b54b6025041aebdc095ebadad7ff6,Colasposoma metallicum,species,Animalia
7b54a50ffd2b43829e1ffefe706a2584,Euscepes postfasciatus,species,Animalia
0444e0dc9add4c26bd1d738dc9262d20,Sphaeropterus,genus,Animalia
658efe160c6049dc8faf9a90a729e760,Cylas formicarius,species,Animalia
df29f546323f436f904540c8b83e3fd0,Chaetocnema confinis,species,Animalia
9200b52017ca4d5d913740eeacea7ba7,Metriona circumdata,species,Animalia
c7504dd2a8f74f789ae1009ac8decd00,Zanchius fragilis,species,Animalia
9a7ab749bb804ce7ac4752bab05ce510,Lepidosaphes,genus,Animalia
afdcea55b276410298e9aa0e1c3582da,Pachyzancla nipponalis,species,Animalia
343868eb91af449c8485c630e397b986,Precis villida,species,Animalia
a635c7e7a86b4d70886068874f2639ac,Hypolimnas bolina,species,Animalia
bcfdd0adbe7344c09cd273cbee9f2362,Hippotion swinhoei,species,Animalia
9ff4ceefd18c4952a8c1e4748485d90e,Gryllotalpa,genus,Animalia
505000344af24ce4b40bfce0b336eb35,Colocasia esculenta,species,Plantae
fbbcc90fff7a428cb72b08117a10e2a1,Atactus deplanatus,species,Animalia
e0e95cca067841feb6c34cbc827bb176,Tarophagus proserpina,species,Animalia
3d6cced3408d408aa0b56b6b5e63f617,Hippotion celerio,species,Animalia
14432a8b99454177b8561ba640aae578,Theretra pinastrina,species,Animalia
c634dbef9d8a4e499f589cbe58e74978,Cyrtosperma,genus,Plantae
d5805140aa11481a9079a6c382663f94,Pseudococcus macrocirculus,species,Animalia
4965829e009247e49537f7f10957753f,Lycopersicon esculentum,species,Plantae
85086eeeac3a43a3b9a97a7ff2d50bcf,Cyrtopeltis tenuis,species,Animalia
545790842048408bb4201caaf12e54ce,Nesophrosyne argentatus,species,Animalia
b75b728a89b84e26a4267366faac2033,Terminalia,genus,Plantae
116b296a0134473dbb43ed07f809330a,Trigonops vulgaris,species,Animalia
d4730a22d40a46f299c8ff1df4505f3c,Dialeurodes kirkaldyi,species,Animalia
14c9c8febc92492eb371bfc56491e33b,Badamia exclamationis,species,Animalia
d306d95564c148a6ac36c0b50eb41b75,Anua coronata,species,Animalia
7e42fff30b2d4ab6bf2109478641ad14,Psophocarpus tetragonalubus,species,Plantae
338d8f3eb2404e4390c745a62c6cfbab,Tetranychus neocaledonicus,species,Animalia
019b64c3980c443c8bb814d94f6b1857,Dioscorea,genus,Plantae
22cd5092082b4ba99c8fc7baf1edc54c,Theretra nessus,species,Animalia
