canonicalName,class,classKey,confidence,family,familyKey,genus,genusKey,kingdom,kingdomKey,matchType,note,order,orderKey,phylum,phylumKey,rank,scientificName,species,speciesKey,status,synonym,usageKey,verbatimScientificName
Xyleborus perforans,Insecta,216,98,Curculionidae,4239.0,Xyleborus,1232636.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Xyleborus perforans Wood & Bright, 1992",Xyleborus perforans,5019910.0,DOUBTFUL,False,5019910,Xyleborus perforans
Protaetia orientalis,Insecta,216,100,Cetoniidae,4204.0,Protaetia,1080110.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Protaetia orientalis (Gory & Percheron, 1833)",Protaetia orientalis,1080311.0,ACCEPTED,False,1080311,Protaetia orientalis
Diocalandra frumenti,Insecta,216,98,Dryophthoridae,8494.0,Diocalandra,1169449.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Diocalandra frumenti Marshall, G.A.K., 1931",Diocalandra frumenti,1169450.0,DOUBTFUL,False,1169450,Diocalandra frumenti
Oryctes rhinoceros,Insecta,216,100,Dynastidae,4205.0,Oryctes,1075895.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Oryctes rhinoceros (Linnaeus, 1758)",Oryctes rhinoceros,4995642.0,ACCEPTED,False,4995642,Oryctes rhinoceros
Lepidosaphes laterochitinosa,Insecta,216,100,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes laterochitinosa Green, 1925",Lepidosaphes laterochitinosa,2089321.0,ACCEPTED,False,2089321,Lepidosaphes laterochitinosa
Lepidosaphes similis,Insecta,216,100,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes similis Beardsley, 1975",Lepidosaphes similis,2089035.0,ACCEPTED,False,2089035,Lepidosaphes similis
Cerataphis lataniae,Insecta,216,100,Aphididae,3042.0,Cerataphis,2074358.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Cerataphis lataniae (Boisduval, 1867)",Cerataphis lataniae,2074369.0,ACCEPTED,False,2074369,Cerataphis lataniae
Pinnaspis buxi,Insecta,216,99,Diaspididae,4521.0,Pinnaspis,2086145.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pinnaspis buxi (Bouché, 1851)",Pinnaspis buxi,8038788.0,ACCEPTED,False,8038788,Pinnaspis buxi
Dysmicoccus brevipes,Insecta,216,99,Pseudococcidae,4534.0,Dysmicoccus,2092782.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Dysmicoccus brevipes (Cockerell, 1893)",Dysmicoccus brevipes,7672713.0,ACCEPTED,False,7672713,Dysmicoccus brevipes
Palmicultor palmarum,Insecta,216,99,Pseudococcidae,4534.0,Palmicultor,2093289.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Palmicultor palmarum (Ehrhorn, 1916)",Palmicultor palmarum,2093294.0,ACCEPTED,False,2093294,Palmicultor palmarum
Parlatoria proteus,Insecta,216,99,Diaspididae,4521.0,Parlatoria,2085650.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Parlatoria proteus (Curtis, 1843)",Parlatoria proteus,7703477.0,ACCEPTED,False,7703477,Parlatoria proteus
Coccus mangiferae,Insecta,216,99,Coccidae,6963.0,Milviscutulus,2091561.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Coccus mangiferae Fernald, 1903",Milviscutulus mangiferae,8123161.0,SYNONYM,True,5163589,Coccus mangiferae
Pinnaspis aspidistrae,Insecta,216,100,Diaspididae,4521.0,Pinnaspis,2086145.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pinnaspis aspidistrae (Signoret, 1869)",Pinnaspis aspidistrae,4290201.0,ACCEPTED,False,4290201,Pinnaspis aspidistrae
Phenacaspis inday,Insecta,216,99,Diaspididae,4521.0,Pseudaulacaspis,2088694.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Phenacaspis inday Robinson, 1917",Pseudaulacaspis cockerelli,2088910.0,SYNONYM,True,2088921,Phenacaspis inday
Agonoxena,Insecta,216,97,Agonoxenidae,4539.0,Agonoxena,1853137.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,GENUS,"Agonoxena Meyrick, 1921",,,ACCEPTED,False,1853137,Agonoxena
Batrachedra,Insecta,216,97,Batrachedridae,4554.0,Batrachedra,1852917.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,GENUS,"Batrachedra Herrich-Schäffer, 1853",,,ACCEPTED,False,1852917,Batrachedra
Heliothrips haemorrhoidalis,Insecta,216,100,Thripidae,4387.0,Heliothrips,1420794.0,Animalia,1,EXACT,,Thysanoptera,1228,Arthropoda,54,SPECIES,"Heliothrips haemorrhoidalis (Bouché, 1833)",Heliothrips haemorrhoidalis,1420795.0,ACCEPTED,False,1420795,Heliothrips haemorrhoidalis
Artocarpus altilis,Magnoliopsida,220,95,Moraceae,6640.0,Artocarpus,2984563.0,Plantae,6,FUZZY,,Rosales,691,Tracheophyta,7707728,SPECIES,Artocarpus altilis (Parkinson) Fosberg,Artocarpus altilis,8571903.0,ACCEPTED,False,8571903,Artocarpus altitis
Ceresium unicolor,Insecta,216,100,Cerambycidae,5602.0,Ceresium,1104680.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Ceresium unicolor (Fabricius, 1787)",Ceresium unicolor,4293080.0,ACCEPTED,False,4293080,Ceresium unicolor
Aclees porosus,Insecta,216,97,Curculionidae,4239.0,Aclees,1188295.0,Animalia,1,EXACT,2 synonym homonyms,Coleoptera,1470,Arthropoda,54,SPECIES,"Aclees porosus Lacordaire, T., 1863",Aclees porosus,1188297.0,DOUBTFUL,False,1188297,Aclees porosus
Dacus umbrosus,Insecta,216,99,Tephritidae,3520.0,Bactrocera,1626510.0,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Dacus umbrosus Fabricius, 1805",Bactrocera umbrosa,7690887.0,SYNONYM,True,1627255,Dacus umbrosus
Dacus frauenfeldi,Insecta,216,99,Tephritidae,3520.0,Bactrocera,1626510.0,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Dacus frauenfeldi Schiner, 1868",Bactrocera frauenfeldi,5087454.0,SYNONYM,True,1627089,Dacus frauenfeldi
Andaspis punicae,Insecta,216,99,Diaspididae,4521.0,Andaspis,2088598.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Andaspis punicae (Laing, 1929)",Andaspis punicae,7631004.0,ACCEPTED,False,7631004,Andaspis punicae
Coccus moestus,Insecta,216,100,Coccidae,6963.0,Coccus,2049629.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Coccus moestus De Lotto, 1959",Coccus moestus,5163234.0,ACCEPTED,False,5163234,Coccus moestus
Vinsonia stellifera,Insecta,216,99,Coccidae,6963.0,Vinsonia,2091462.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Vinsonia stellifera (Westwood, 1871)",Vinsonia stellifera,5163542.0,ACCEPTED,False,5163542,Vinsonia stellifera
Chrysomphalus aonidum,Insecta,216,99,Diaspididae,4521.0,Chrysomphalus,2083434.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Chrysomphalus aonidum (Linnaeus, 1758)",Chrysomphalus aonidum,8026254.0,ACCEPTED,False,8026254,Chrysomphalus aonidum
Pseudaulacaspis pentagona,Insecta,216,99,Diaspididae,4521.0,Pseudaulacaspis,2088694.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pseudaulacaspis pentagona (Targioni Tozzetti, 1886)",Pseudaulacaspis pentagona,8321970.0,ACCEPTED,False,8321970,Pseudaulacaspis pentagona
Planococcus lilacinus,Insecta,216,99,Pseudococcidae,4534.0,Planococcus,2095382.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Planococcus lilacinus (Cockerell, 1905)",Planococcus lilacinus,5164205.0,ACCEPTED,False,5164205,Planococcus lilacinus
Pseudococcus marshallensis,Insecta,216,100,Pseudococcidae,4534.0,Pseudococcus,2081087.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pseudococcus marshallensis Beardsley, 1966",Pseudococcus marshallensis,2095178.0,ACCEPTED,False,2095178,Pseudococcus marshallensis
Xenaleyrodes artocarpi,Insecta,216,100,Aleyrodidae,4304.0,Xenaleyrodes,4771654.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Xenaleyrodes artocarpi Takahashi, 1936",Xenaleyrodes artocarpi,4771658.0,ACCEPTED,False,4771658,Xenaleyrodes artocarpi
Asterolecanium pustulans,Insecta,216,100,Asterolecaniidae,3265514.0,Asterolecanium,2089594.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Asterolecanium pustulans (Cockerell, 1892)",Asterolecanium pustulans,4290170.0,ACCEPTED,False,4290170,Asterolecanium pustulans
Icerya purchasi,Insecta,216,100,Margarodidae,8651.0,Icerya,2080538.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Icerya purchasi Maskell, 1878",Icerya purchasi,2080592.0,ACCEPTED,False,2080592,Icerya purchasi
Phaciocephalus onoi,Insecta,216,100,Derbidae,4247.0,Phaciocephalus,2062148.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Phaciocephalus onoi Metcalf, 1954",Phaciocephalus onoi,2062150.0,ACCEPTED,False,2062150,Phaciocephalus onoi
Pseudococcus trukensis,Insecta,216,100,Pseudococcidae,4534.0,Pseudococcus,2081087.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pseudococcus trukensis Beardsley, 1966",Pseudococcus trukensis,2095136.0,ACCEPTED,False,2095136,Pseudococcus trukensis
Ceroplastes rubens,Insecta,216,100,Coccidae,6963.0,Ceroplastes,2092293.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Ceroplastes rubens Maskell, 1893",Ceroplastes rubens,2092326.0,ACCEPTED,False,2092326,Ceroplastes rubens
Brassica,Magnoliopsida,220,97,Brassicaceae,3112.0,Brassica,3042506.0,Plantae,6,EXACT,,Brassicales,7225535,Tracheophyta,7707728,GENUS,Brassica L.,,,ACCEPTED,False,3042506,Brassica
Liriomyza brassicae,Insecta,216,100,Agromyzidae,3329.0,Liriomyza,1553283.0,Animalia,1,EXACT,,Diptera,811,Arthropoda,54,SPECIES,"Liriomyza brassicae (Riley, 1885)",Liriomyza brassicae,1553327.0,ACCEPTED,False,1553327,Liriomyza brassicae
Lipaphis erysimi,Insecta,216,100,Aphididae,3042.0,Lipaphis,2077142.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lipaphis erysimi (Kaltenbach, 1843)",Lipaphis erysimi,2077143.0,ACCEPTED,False,2077143,Lipaphis erysimi
Heliothis,Insecta,216,95,Noctuidae,7015.0,Heliothis,7742506.0,Animalia,1,HIGHERRANK,,Lepidoptera,797,Arthropoda,54,GENUS,"Heliothis Ochsenheimer, 1816",,,ACCEPTED,False,7742506,Heliothis zea
Hellula undalis,Insecta,216,100,Crambidae,8841.0,Hellula,1879396.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Hellula undalis Fabricius, 1781",Hellula undalis,1879408.0,ACCEPTED,False,1879408,Hellula undalis
Plutella xylostella,Insecta,216,100,Plutellidae,8860.0,Plutella,1831127.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Plutella xylostella Linnaeus, 1767",Plutella xylostella,1831136.0,ACCEPTED,False,1831136,Plutella xylostella
Crocidolomia binotalis,Insecta,216,100,Crambidae,8841.0,Crocidolomia,1879334.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Crocidolomia binotalis Zeller, 1852",Crocidolomia binotalis,1879345.0,ACCEPTED,False,1879345,Crocidolomia binotalis
Manihot esculenta,Magnoliopsida,220,100,Euphorbiaceae,4691.0,Manihot,3060685.0,Plantae,6,EXACT,,Malpighiales,1414,Tracheophyta,7707728,SPECIES,Manihot esculenta Crantz,Manihot esculenta,3060998.0,ACCEPTED,False,3060998,Manihot esculenta
Tetranychus,Arachnida,367,97,Tetranychidae,6057.0,Tetranychus,2130777.0,Animalia,1,EXACT,,Prostigmata,372,Arthropoda,54,GENUS,"Tetranychus Dufour, 1832",,,ACCEPTED,False,2130777,Tetranychus
Tetranychus truncatus,Arachnida,367,100,Tetranychidae,6057.0,Tetranychus,2130777.0,Animalia,1,EXACT,,Prostigmata,372,Arthropoda,54,SPECIES,"Tetranychus truncatus Ehara, 1956",Tetranychus truncatus,2129807.0,ACCEPTED,False,2129807,Tetranychus truncatus
Parasaissetia nigra,Insecta,216,99,Coccidae,6963.0,Parasaissetia,2092092.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Parasaissetia nigra (Nietner, 1861)",Parasaissetia nigra,8198400.0,ACCEPTED,False,8198400,Parasaissetia nigra
Phenacoccus madeirensis,Insecta,216,100,Pseudococcidae,4534.0,Phenacoccus,2096058.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Phenacoccus madeirensis Green, 1923",Phenacoccus madeirensis,2096180.0,ACCEPTED,False,2096180,Phenacoccus madeirensis
Theobroma cacao,Magnoliopsida,220,100,Malvaceae,6685.0,Theobroma,2984934.0,Plantae,6,EXACT,,Malvales,941,Tracheophyta,7707728,SPECIES,Theobroma cacao L.,Theobroma cacao,3152205.0,ACCEPTED,False,3152205,Theobroma cacao
Xyleborus similis,Insecta,216,97,Curculionidae,4239.0,Xyleborus,1232636.0,Animalia,1,EXACT,2 synonym homonyms,Coleoptera,1470,Arthropoda,54,SPECIES,"Xyleborus similis Ferrari, 1867a",Xyleborus similis,5020065.0,DOUBTFUL,False,5020065,Xyleborus similis
Pelargoderus luteosparsus,Insecta,216,100,Cerambycidae,5602.0,Pelargoderus,1102255.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Pelargoderus luteosparsus (Matsushita, 1935)",Pelargoderus luteosparsus,1102275.0,ACCEPTED,False,1102275,Pelargoderus luteosparsus
Coenobius,Insecta,216,96,Chrysomelidae,7780.0,Coenobius,4734957.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Coenobius Suffrian, 1857",,,ACCEPTED,False,4734957,Coenobius glochidionis
Xyleborus ferrugineus,Insecta,216,98,Curculionidae,4239.0,Xyleborus,1232636.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Xyleborus ferrugineus Wood & Bright, 1992",Xyleborus ferrugineus,5020459.0,DOUBTFUL,False,5020459,Xyleborus ferrugineus
Eusyphax bivittatus,Insecta,216,100,Derbidae,4247.0,Eusyphax,2061885.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Eusyphax bivittatus (Metcalf, 1946)",Eusyphax bivittatus,7375840.0,ACCEPTED,False,7375840,Eusyphax bivittatus
Toxoptera aurantii,Insecta,216,99,Aphididae,3042.0,Aphis,8643682.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,Toxoptera aurantii,Aphis gossypii,2072734.0,SYNONYM,True,2075867,Toxoptera aurantii
Tiracola plagiata,Insecta,216,100,Noctuidae,7015.0,Tiracola,1762640.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Tiracola plagiata Walker, 1857",Tiracola plagiata,1762657.0,ACCEPTED,False,1762657,Tiracola plagiata
Cocos nucifera,Liliopsida,196,100,Arecaceae,7681.0,Cocos,2735116.0,Plantae,6,EXACT,,Arecales,552,Tracheophyta,7707728,SPECIES,Cocos nucifera L.,Cocos nucifera,2735117.0,ACCEPTED,False,2735117,Cocos nucifera
Brontispa chalybeipennis,Insecta,216,100,Chrysomelidae,7780.0,Brontispa,1048751.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Brontispa chalybeipennis (Zacher, 1913)",Brontispa chalybeipennis,1048753.0,ACCEPTED,False,1048753,Brontispa chalybeipennis
Brontispa mariana,Insecta,216,100,Chrysomelidae,7780.0,Brontispa,1048751.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Brontispa mariana Spaeth, 1937",Brontispa mariana,1048754.0,ACCEPTED,False,1048754,Brontispa mariana
Brontispa palauensis,Insecta,216,100,Chrysomelidae,7780.0,Brontispa,1048751.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Brontispa palauensis (Esaki & Chûjô, 1940)",Brontispa palauensis,1048752.0,ACCEPTED,False,1048752,Brontispa palauensis
Caroliniella aenescens,Insecta,216,100,Cerambycidae,5602.0,Caroliniella,1143223.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Caroliniella aenescens Blair, 1940",Caroliniella aenescens,1143224.0,ACCEPTED,False,1143224,Caroliniella aenescens
Trochorhopalus strangulatus,Insecta,216,98,Dryophthoridae,8494.0,Trochorhopalus,1169302.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Trochorhopalus strangulatus Hustache, A., 1924",Trochorhopalus strangulatus,1169308.0,DOUBTFUL,False,1169308,Trochorhopalus strangulatus
Rhabdoscelus,Insecta,216,96,Curculionidae,4239.0,Rhabdoscelus,3263747.0,Animalia,1,HIGHERRANK,,Coleoptera,1470,Arthropoda,54,GENUS,"Rhabdoscelus Marshall, 1943",,,ACCEPTED,False,3263747,Rhabdoscelus asperipennis
Astegopteryx rhapidis,Insecta,216,100,Aphididae,3042.0,Astegopteryx,2075119.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Astegopteryx rhapidis (van der Goot, 1917)",Astegopteryx rhapidis,2075144.0,ACCEPTED,False,2075144,Astegopteryx rhapidis
Aleurocanthus palauensis,Insecta,216,100,Aleyrodidae,4304.0,Aleurocanthus,2012156.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aleurocanthus palauensis Kuwana, 1931",Aleurocanthus palauensis,8354964.0,ACCEPTED,False,8354964,Aleurocanthus palauensis
Aleurodicus dispersus,Insecta,216,100,Aleyrodidae,4304.0,Aleurodicus,2012121.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aleurodicus dispersus Russell, 1965",Aleurodicus dispersus,2012122.0,ACCEPTED,False,2012122,Aleurodicus dispersus
Aonidiella comperei,Insecta,216,99,Diaspididae,4521.0,Aonidiella,2082961.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aonidiella comperei McKenzie, 1937",Aonidiella comperei,2082986.0,ACCEPTED,False,2082986,Aonidiella comperei
Aonidiella eremocitri,Insecta,216,99,Diaspididae,4521.0,Aonidiella,2082961.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Aonidiella eremocitri McKenzie, 1937",Aonidiella eremocitri,2083038.0,ACCEPTED,False,2083038,Aonidiella eremocitri
Lepidosaphes esakii,Insecta,216,100,Diaspididae,4521.0,Lepidosaphes,2088966.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lepidosaphes esakii Takahashi, 1939",Lepidosaphes esakii,2089305.0,ACCEPTED,False,2089305,Lepidosaphes esakii
Lamenia numitor,Insecta,216,100,Derbidae,4247.0,Lamenia,2063214.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lamenia numitor Fennah, 1956",Lamenia numitor,2063223.0,ACCEPTED,False,2063223,Lamenia numitor
Lallemandana phalerata,Insecta,216,100,Aphrophoridae,3764.0,Lallemandana,2016635.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Lallemandana phalerata (Stål, 1854)",Lallemandana phalerata,2016693.0,ACCEPTED,False,2016693,Lallemandana phalerata
Leptynoptera sulfurea,Insecta,216,100,Triozidae,7631.0,Leptynoptera,2014479.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Leptynoptera sulfurea Crawford, 1919",Leptynoptera sulfurea,2014481.0,ACCEPTED,False,2014481,Leptynoptera sulfurea
Palmicultor guamensis,Insecta,216,100,Pseudococcidae,4534.0,Palmicultor,2093289.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Palmicultor guamensis Beardsley, 1966",Palmicultor guamensis,2093292.0,ACCEPTED,False,2093292,Palmicultor guamensis
Furcaspis oceanica,Insecta,216,99,Diaspididae,4521.0,Furcaspis,2086421.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Furcaspis oceanica Lindinger, 1909",Furcaspis oceanica,2086435.0,ACCEPTED,False,2086435,Furcaspis oceanica
Flaccia dione,Insecta,216,100,Derbidae,4247.0,Flaccia,2061901.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Flaccia dione Fennah, 1956",Flaccia dione,2061914.0,ACCEPTED,False,2061914,Flaccia dione
Exitianus plebeius,Insecta,216,100,Cicadellidae,9647.0,Exitianus,2048891.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Exitianus plebeius Kirkaldy, 1906",Exitianus plebeius,2048922.0,ACCEPTED,False,2048922,Exitianus plebeius
Dysmicoccus saipanensis,Insecta,216,99,Pseudococcidae,4534.0,Dysmicoccus,2092782.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Dysmicoccus saipanensis Beardsley, 1966",Dysmicoccus cocotis,2092785.0,SYNONYM,True,2092786,Dysmicoccus saipanensis
Swezeyia zephyra,Insecta,216,97,Derbidae,4247.0,Swezeyia,2062754.0,Animalia,1,FUZZY,,Hemiptera,809,Arthropoda,54,SPECIES,"Swezeyia zephyra Fennah, 1956",Swezeyia zephyra,2062771.0,ACCEPTED,False,2062771,Swezeyia zephyrus
Protalebrella brasiliensis,Insecta,216,96,Cicadellidae,9647.0,Protalebrella,2031843.0,Animalia,1,FUZZY,,Hemiptera,809,Arthropoda,54,SPECIES,"Protalebrella brasiliensis (Baker, 1899)",Protalebrella brasiliensis,2031856.0,ACCEPTED,False,2031856,Protalebrella braziliensis
Pinnaspis strachani,Insecta,216,99,Diaspididae,4521.0,Pinnaspis,2086145.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Pinnaspis strachani (Cooley, 1899)",Pinnaspis strachani,7663030.0,ACCEPTED,False,7663030,Pinnaspis strachani
Neotermes,Insecta,216,96,Kalotermitidae,4353.0,Neotermes,2007329.0,Animalia,1,HIGHERRANK,,Isoptera,999,Arthropoda,54,GENUS,"Neotermes Holmgren, 1911",,,ACCEPTED,False,2007329,Neotermes kanehirae
Agonoxena pyrogramma,Insecta,216,100,Agonoxenidae,4539.0,Agonoxena,1853137.0,Animalia,1,EXACT,,Lepidoptera,797,Arthropoda,54,SPECIES,"Agonoxena pyrogramma Meyrick, 1924",Agonoxena pyrogramma,1853138.0,ACCEPTED,False,1853138,Agonoxena pyrogramma
Segestes unicolor,Insecta,216,100,Tettigoniidae,3991.0,Segestes,1694654.0,Animalia,1,EXACT,,Orthoptera,1458,Arthropoda,54,SPECIES,"Segestes unicolor Redtenbacher, 1892",Segestes unicolor,1694658.0,ACCEPTED,False,1694658,Segestes unicolor
Acanthograeffea denticulata,Insecta,216,100,Phasmatidae,5108.0,Acanthograeffea,1412320.0,Animalia,1,EXACT,,Phasmida,1460,Arthropoda,54,SPECIES,"Acanthograeffea denticulata (Redtenbacher, 1908)",Acanthograeffea denticulata,1412321.0,ACCEPTED,False,1412321,Acanthograeffea denticulata
Acanthograeffea modesta,Insecta,216,100,Phasmatidae,5108.0,Acanthograeffea,1412320.0,Animalia,1,EXACT,,Phasmida,1460,Arthropoda,54,SPECIES,"Acanthograeffea modesta Günther, 1932",Acanthograeffea modesta,1412323.0,ACCEPTED,False,1412323,Acanthograeffea modesta
Coffea,Magnoliopsida,220,97,Rubiaceae,8798.0,Coffea,2895315.0,Plantae,6,EXACT,,Gentianales,412,Tracheophyta,7707728,GENUS,Coffea L.,,,ACCEPTED,False,2895315,Coffea
Hypothenemus hampei,Insecta,216,99,Curculionidae,4239.0,Hypothenemus,1226155.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Hypothenemus hampei Ferrari, 1867",Hypothenemus hampei,1226221.0,ACCEPTED,False,1226221,Hypothenemus hampei
Xyleborus morigerus,Insecta,216,98,Curculionidae,4239.0,Xyleborus,1232636.0,Animalia,1,EXACT,,Coleoptera,1470,Arthropoda,54,SPECIES,"Xyleborus morigerus Blandford, 1894b",Xyleborus morigerus,5020248.0,DOUBTFUL,False,5020248,Xyleborus morigerus
Saissetia,Insecta,216,95,Coccidae,6963.0,Saissetia,2091083.0,Animalia,1,HIGHERRANK,,Hemiptera,809,Arthropoda,54,GENUS,"Saissetia Déplanche, 1859",,,ACCEPTED,False,2091083,Saissetia oleae
Chloropulvinaria psidii,Insecta,216,99,Coccidae,6963.0,Pulvinaria,2091776.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Chloropulvinaria psidii Borchsenius, 1957",Pulvinaria psidii,2091992.0,SYNONYM,True,2091993,Chloropulvinaria psidii
Duplaspidiotus tesseratus,Insecta,216,99,Diaspididae,4521.0,Duplaspidiotus,2084091.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Duplaspidiotus tesseratus (Grandpré & Charmoy, 1899)",Duplaspidiotus tesseratus,7908854.0,ACCEPTED,False,7908854,Duplaspidiotus tesseratus
Aleurodothrips fasciapennis,Insecta,216,100,Phlaeothripidae,4386.0,Aleurodothrips,1420196.0,Animalia,1,EXACT,,Thysanoptera,1228,Arthropoda,54,SPECIES,"Aleurodothrips fasciapennis (Franklin, 1908)",Aleurodothrips fasciapennis,1420197.0,ACCEPTED,False,1420197,Aleurodothrips fasciapennis
Karnyothrips melaleucus,Insecta,216,97,Phlaeothripidae,4386.0,Karnyothrips,1420159.0,Animalia,1,FUZZY,,Thysanoptera,1228,Arthropoda,54,SPECIES,"Karnyothrips melaleucus (Bagnall, 1911)",Karnyothrips melaleucus,1420160.0,ACCEPTED,False,1420160,Karnyothrips melaleuca
Gossypium,Magnoliopsida,220,97,Malvaceae,6685.0,Gossypium,3152652.0,Plantae,6,EXACT,,Malvales,941,Tracheophyta,7707728,GENUS,Gossypium L.,,,ACCEPTED,False,3152652,Gossypium
Tetranychus cinnabarinus,Arachnida,367,99,Tetranychidae,6057.0,Tetranychus,2130777.0,Animalia,1,EXACT,,Prostigmata,372,Arthropoda,54,SPECIES,"Tetranychus cinnabarinus (Boisduval, 1867)",Tetranychus urticae,2130185.0,SYNONYM,True,2130191,Tetranychus cinnabarinus
Oxycarenus bicolor,Insecta,216,100,Lygaeidae,7888.0,Oxycarenus,4407280.0,Animalia,1,EXACT,,Hemiptera,809,Arthropoda,54,SPECIES,"Oxycarenus bicolor Fieber, 1852",Oxycarenus bicolor,4771134.0,ACCEPTED,False,4771134,Oxycarenus bicolor
